id,food_name,classification,rewritten_name,cached_at
5032,"Bread, stuffing, dry mix, prepared",non_vegan,,2026-05-26T01:56:48.839116+00:00
5033,"Bread, wheat",ambiguous,,2026-05-26T01:56:48.839224+00:00
5034,"Bread, wheat, sprouted",ambiguous,,2026-05-26T01:56:48.839408+00:00
5035,"Bread, wheat, sprouted, toasted",ambiguous,,2026-05-26T01:56:48.839510+00:00
5036,"Bread, wheat, toasted",ambiguous,,2026-05-26T01:56:48.839695+00:00
5037,"Cabbage, common (danish, domestic, and pointed types), stored, raw",vegan,,2026-05-26T01:56:52.467876+00:00
5038,"Cabbage, common, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:52.468188+00:00
5039,"Cabbage, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:52.468388+00:00
5040,"Cabbage, green, raw",vegan,,2026-05-26T01:56:52.468527+00:00
5041,"Cabbage, japanese style, fresh, pickled",ambiguous,,2026-05-26T01:56:52.468667+00:00
5042,"Cabbage, kimchi",non_vegan,,2026-05-26T01:56:52.468814+00:00
5043,"Cabbage, mustard, salted",vegan,,2026-05-26T01:56:52.468947+00:00
5044,"Cabbage, napa, cooked",vegan,,2026-05-26T01:56:52.469063+00:00
5045,"Cabbage, napa, leaf, destemmed, raw",vegan,,2026-05-26T01:56:52.469240+00:00
5046,"Cabbage, raw",vegan,,2026-05-26T01:56:52.474986+00:00
5047,"Cabbage, red, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:52.475243+00:00
5048,"Cabbage, red, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:52.475462+00:00
5049,"Cabbage, red, raw",vegan,,2026-05-26T01:56:52.475625+00:00
5050,"Cabbage, savoy, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:52.475778+00:00
5051,"Cabbage, savoy, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:52.475920+00:00
5052,"Cabbage, savoy, raw",vegan,,2026-05-26T01:56:52.476082+00:00
5053,"Cake, angelfood, commercially prepared",non_vegan,,2026-05-26T01:56:52.476216+00:00
5054,"Cake, angelfood, dry mix, prepared",non_vegan,,2026-05-26T01:56:52.476391+00:00
5055,"Cake, boston cream pie, commercially prepared",non_vegan,,2026-05-26T01:56:52.476537+00:00
5056,"Cake, cheesecake, commercially prepared",non_vegan,,2026-05-26T01:56:52.476660+00:00
5057,"Cake, cheesecake, prepared from mix, no-bake type",non_vegan,,2026-05-26T01:56:52.476770+00:00
5058,"Cake, cherry fudge with chocolate frosting",non_vegan,,2026-05-26T01:56:52.476879+00:00
5059,"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery",non_vegan,,2026-05-26T01:56:52.476999+00:00
5060,"Cake, chocolate, prepared from recipe without frosting",non_vegan,,2026-05-26T01:56:52.477123+00:00
5061,"Cake, coffeecake, cheese",non_vegan,,2026-05-26T01:56:52.477244+00:00
5062,"Cake, coffeecake, cinnamon with crumb topping, commercially prepared, enriched",non_vegan,,2026-05-26T01:56:52.477426+00:00
5063,"Cake, coffeecake, cinnamon with crumb topping, commercially prepared, unenriched",non_vegan,,2026-05-26T01:56:52.477573+00:00
5064,"Cake, coffeecake, cinnamon with crumb topping, dry mix, prepared",non_vegan,,2026-05-26T01:56:52.477713+00:00
5065,"Cake, coffeecake, creme-filled with chocolate frosting",non_vegan,,2026-05-26T01:56:52.477866+00:00
5066,"Cake, coffeecake, fruit",non_vegan,,2026-05-26T01:56:52.478001+00:00
5067,"Cake, fruitcake, commercially prepared",non_vegan,,2026-05-26T01:56:52.478125+00:00
5068,"Cake, gingerbread, dry mix",non_vegan,,2026-05-26T01:56:52.482436+00:00
5069,"Cake, gingerbread, prepared from recipe",non_vegan,,2026-05-26T01:56:52.482712+00:00
5070,"Cake, pineapple upside-down, prepared from recipe",non_vegan,,2026-05-26T01:56:52.482883+00:00
5071,"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style",non_vegan,,2026-05-26T01:56:52.483023+00:00
5072,"Cake, pound, commercially prepared, butter (includes fresh and frozen)",non_vegan,,2026-05-26T01:56:52.483138+00:00
5073,"Cake, pound, commercially prepared, fat-free",non_vegan,,2026-05-26T01:56:52.483264+00:00
5074,"Cake, pound, commercially prepared, other than all butter, enriched",non_vegan,,2026-05-26T01:56:52.483436+00:00
5075,"Cake, pound, commercially prepared, other than all butter, unenriched",non_vegan,,2026-05-26T01:56:52.483683+00:00
5076,"Cake, pudding-type, carrot, dry mix",non_vegan,,2026-05-26T01:56:52.483798+00:00
5077,"Cake, pudding-type, chocolate, dry mix",non_vegan,,2026-05-26T01:56:52.483929+00:00
5078,"Cake, pudding-type, white, enriched, dry mix",non_vegan,,2026-05-26T01:56:52.484033+00:00
5079,"Cake, pudding-type, white, unenriched, dry mix",non_vegan,,2026-05-26T01:56:52.484153+00:00
5080,"Cake, pudding-type, yellow, dry mix",non_vegan,,2026-05-26T01:56:52.499091+00:00
5081,"Cake, shortcake, biscuit-type, prepared from recipe",non_vegan,,2026-05-26T01:56:52.501425+00:00
5082,"Cake, snack cakes, creme-filled, chocolate with frosting",non_vegan,,2026-05-26T01:56:52.501623+00:00
5083,"Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",non_vegan,,2026-05-26T01:56:52.501783+00:00
5084,"Cake, snack cakes, creme-filled, sponge",non_vegan,,2026-05-26T01:56:52.501910+00:00
5085,"Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber",non_vegan,,2026-05-26T01:56:52.502026+00:00
5086,"Cake, sponge, commercially prepared",non_vegan,,2026-05-26T01:56:52.502148+00:00
5087,"Bulgur, cooked",vegan,,2026-05-26T01:56:53.112988+00:00
5088,"Bulgur, dry",vegan,,2026-05-26T01:56:53.113546+00:00
5089,"Bulgur, dry, raw",vegan,,2026-05-26T01:56:53.113742+00:00
5090,"Burdock root, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:53.113961+00:00
5091,"Burdock root, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:53.114092+00:00
5092,"Burdock root, raw",vegan,,2026-05-26T01:56:53.114205+00:00
5093,"BURGER KING, Cheeseburger",non_vegan,,2026-05-26T01:56:53.114393+00:00
5094,"BURGER KING, Chicken Strips",non_vegan,,2026-05-26T01:56:53.114565+00:00
5095,"BURGER KING, CROISSAN'WICH with Egg and Cheese",non_vegan,,2026-05-26T01:56:53.114712+00:00
5096,"BURGER KING, CROISSAN'WICH with Sausage and Cheese",non_vegan,,2026-05-26T01:56:53.114868+00:00
5097,"BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese",non_vegan,,2026-05-26T01:56:53.115021+00:00
5098,"BURGER KING, Double Cheeseburger",non_vegan,,2026-05-26T01:56:53.115139+00:00
5099,"BURGER KING, DOUBLE WHOPPER, no cheese",non_vegan,,2026-05-26T01:56:53.115257+00:00
5100,"BURGER KING, DOUBLE WHOPPER, with cheese",non_vegan,,2026-05-26T01:56:53.115440+00:00
5101,"BURGER KING, french fries",vegan,,2026-05-26T01:56:53.115575+00:00
5102,"BURGER KING, french toast sticks",non_vegan,,2026-05-26T01:56:53.115690+00:00
5103,"BURGER KING, Hamburger",non_vegan,,2026-05-26T01:56:53.115806+00:00
5104,"BURGER KING, Hash Brown Rounds",vegan,,2026-05-26T01:56:53.115923+00:00
5105,"BURGER KING, Onion Rings",non_vegan,,2026-05-26T01:56:53.116042+00:00
5106,"BURGER KING, Original Chicken Sandwich",non_vegan,,2026-05-26T01:56:53.116172+00:00
5107,"BURGER KING, Premium Fish Sandwich",non_vegan,,2026-05-26T01:56:53.116331+00:00
5108,"BURGER KING, Vanilla Shake",non_vegan,,2026-05-26T01:56:53.116484+00:00
5109,"BURGER KING, WHOPPER, no cheese",non_vegan,,2026-05-26T01:56:53.116608+00:00
5110,"BURGER KING, WHOPPER, with cheese",non_vegan,,2026-05-26T01:56:53.116745+00:00
5111,"Burrito, bean and cheese, frozen",non_vegan,,2026-05-26T01:56:53.116860+00:00
5112,"Burrito, beef and bean, frozen",non_vegan,,2026-05-26T01:56:53.116985+00:00
5113,"Burrito, beef and bean, microwaved",non_vegan,,2026-05-26T01:56:53.117086+00:00
5114,"Butter oil, anhydrous",non_vegan,,2026-05-26T01:56:53.117185+00:00
5115,"Butter replacement, without fat, powder",vegan,,2026-05-26T01:56:53.117348+00:00
5116,"Butter, Clarified butter (ghee)",non_vegan,,2026-05-26T01:56:53.117457+00:00
5117,"Butter, light, stick, with salt",non_vegan,,2026-05-26T01:56:53.117562+00:00
5118,"Butter, light, stick, without salt",non_vegan,,2026-05-26T01:56:53.117666+00:00
5119,"Butter, salted",non_vegan,,2026-05-26T01:56:53.117779+00:00
5120,"Butter, stick, salted",non_vegan,,2026-05-26T01:56:53.117884+00:00
5121,"Butter, stick, unsalted",non_vegan,,2026-05-26T01:56:53.117986+00:00
5122,"Butter, whipped, with salt",non_vegan,,2026-05-26T01:56:53.118089+00:00
5123,"Butter, without salt",non_vegan,,2026-05-26T01:56:53.118190+00:00
5124,"Butterbur, (fuki), raw",vegan,,2026-05-26T01:56:53.118583+00:00
5125,"Butterbur, canned",vegan,,2026-05-26T01:56:53.118720+00:00
5126,"Butterbur, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:53.118970+00:00
5127,"Butterbur, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:53.119094+00:00
5128,"Buttermilk, low fat",non_vegan,,2026-05-26T01:56:53.119201+00:00
5129,"Cabbage, bok choy, raw",vegan,,2026-05-26T01:56:53.119350+00:00
5130,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:53.119461+00:00
5131,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:53.119568+00:00
5132,"Cabbage, chinese (pak-choi), raw",vegan,,2026-05-26T01:56:53.119679+00:00
5133,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:53.119774+00:00
5134,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:53.119892+00:00
5135,"Cabbage, chinese (pe-tsai), raw",vegan,,2026-05-26T01:56:53.119994+00:00
5136,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",vegan,,2026-05-26T01:56:53.120098+00:00
5137,"Cake, sponge, prepared from recipe",non_vegan,,2026-05-26T01:57:18.891308+00:00
5138,"Cake, white, dry mix, special dietary (includes lemon-flavored)",ambiguous,,2026-05-26T01:57:18.891572+00:00
5139,"Cake, white, prepared from recipe with coconut frosting",non_vegan,,2026-05-26T01:57:18.891728+00:00
5140,"Cake, white, prepared from recipe without frosting",non_vegan,,2026-05-26T01:57:18.891860+00:00
5141,"CAMPBELL'S, Chicken Noodle Soup, condensed",non_vegan,,2026-05-26T01:57:18.892003+00:00
5142,"CAMPBELL'S, Cream of Mushroom Soup, condensed",non_vegan,,2026-05-26T01:57:18.892155+00:00
5143,"CAMPBELL'S, Tomato Soup, condensed",non_vegan,,2026-05-26T01:57:18.892346+00:00
5144,"Canada Goose, breast meat only, skinless, raw",non_vegan,,2026-05-26T01:57:18.892517+00:00
5145,"Canadian bacon, cooked, pan-fried",non_vegan,,2026-05-26T01:57:18.892721+00:00
5146,"Canadian bacon, unprepared",non_vegan,,2026-05-26T01:57:18.892879+00:00
5147,Candied fruit,ambiguous,,2026-05-26T01:57:18.893040+00:00
5148,"Candies, 5TH AVENUE Candy Bar",non_vegan,,2026-05-26T01:57:18.893184+00:00
5149,"Candies, ALMOND JOY Candy Bar",non_vegan,,2026-05-26T01:57:18.893355+00:00
5150,"Candies, butterscotch",non_vegan,,2026-05-26T01:57:18.893494+00:00
5151,"Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery",non_vegan,,2026-05-26T01:57:18.893634+00:00
5152,"Cake, yellow, commercially prepared, with vanilla frosting",non_vegan,,2026-05-26T01:57:18.893779+00:00
5153,"Cake, yellow, enriched, dry mix",ambiguous,,2026-05-26T01:57:18.893935+00:00
5154,"Cake, yellow, light, dry mix",ambiguous,,2026-05-26T01:57:18.894076+00:00
5155,"Cake, yellow, prepared from recipe without frosting",non_vegan,,2026-05-26T01:57:18.894216+00:00
5156,"Cake, yellow, unenriched, dry mix",ambiguous,,2026-05-26T01:57:18.894395+00:00
5157,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",non_vegan,,2026-05-26T01:57:18.894541+00:00
5158,"CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",non_vegan,,2026-05-26T01:57:18.894670+00:00
5159,"CAMPBELL'S CHUNKY, New England Clam Chowder",non_vegan,,2026-05-26T01:57:18.894812+00:00
5160,"CAMPBELL'S CHUNKY, Old Fashioned Vegetable Beef Soup",non_vegan,,2026-05-26T01:57:18.894967+00:00
5161,"Candies, CARAMELLO Candy Bar",non_vegan,,2026-05-26T01:57:18.895114+00:00
5162,"Candies, caramels",non_vegan,,2026-05-26T01:57:18.895256+00:00
5163,"Candies, caramels, chocolate-flavor roll",non_vegan,,2026-05-26T01:57:18.895404+00:00
5164,"Candies, carob, unsweetened",vegan,,2026-05-26T01:57:18.895501+00:00
5165,"Candies, chocolate covered, caramel with nuts",non_vegan,,2026-05-26T01:57:18.895597+00:00
5166,"Candies, chocolate covered, low sugar or low calorie",ambiguous,,2026-05-26T01:57:18.895693+00:00
5167,"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",ambiguous,,2026-05-26T01:57:18.895862+00:00
5168,"Candies, coconut bar, not chocolate covered",ambiguous,,2026-05-26T01:57:18.895964+00:00
5169,"Candies, confectioner's coating, butterscotch",non_vegan,,2026-05-26T01:57:18.896058+00:00
5170,"Candies, confectioner's coating, peanut butter",ambiguous,,2026-05-26T01:57:18.896152+00:00
5171,"Candies, confectioner's coating, yogurt",non_vegan,,2026-05-26T01:57:18.896254+00:00
5172,"Candies, crispy bar with peanut butter filling",ambiguous,,2026-05-26T01:57:18.896383+00:00
5173,"Candies, dark chocolate coated coffee beans",ambiguous,,2026-05-26T01:57:18.896479+00:00
5174,"Candies, divinity, prepared-from-recipe",non_vegan,,2026-05-26T01:57:18.896578+00:00
5175,"Candies, fondant, prepared-from-recipe",non_vegan,,2026-05-26T01:57:18.896671+00:00
5176,"Candies, fruit snacks, with high vitamin C",ambiguous,,2026-05-26T01:57:18.896765+00:00
5177,"Candies, fudge, chocolate marshmallow, prepared-from-recipe",non_vegan,,2026-05-26T01:57:18.896861+00:00
5178,"Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",non_vegan,,2026-05-26T01:57:18.896956+00:00
5179,"Candies, fudge, chocolate, prepared-from-recipe",non_vegan,,2026-05-26T01:57:18.897058+00:00
5180,"Candies, fudge, chocolate, with nuts, prepared-from-recipe",non_vegan,,2026-05-26T01:57:18.897198+00:00
5181,"Candies, fudge, peanut butter, prepared-from-recipe",non_vegan,,2026-05-26T01:57:18.897399+00:00
5182,"Candies, fudge, vanilla, prepared-from-recipe",non_vegan,,2026-05-26T01:57:18.897483+00:00
5183,"Candies, gum drops, no sugar or low calorie (sorbitol)",ambiguous,,2026-05-26T01:57:18.897546+00:00
5184,"Candies, gumdrops, starch jelly pieces",ambiguous,,2026-05-26T01:57:18.897616+00:00
5185,"Candies, halavah, plain",vegan,,2026-05-26T01:57:18.897678+00:00
5186,"Candies, hard",ambiguous,,2026-05-26T01:57:18.897738+00:00
5187,"Candies, hard, dietetic or low calorie (sorbitol)",ambiguous,,2026-05-26T01:57:34.073078+00:00
5188,"Candies, HEATH BITES",non_vegan,,2026-05-26T01:57:34.074494+00:00
5189,"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",non_vegan,,2026-05-26T01:57:34.074692+00:00
5190,"Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES",non_vegan,,2026-05-26T01:57:34.074866+00:00
5191,"Candies, HERSHEY'S POT OF GOLD Almond Bar",non_vegan,,2026-05-26T01:57:34.075032+00:00
5192,"Candies, HERSHEY'S SKOR Toffee Bar",non_vegan,,2026-05-26T01:57:34.075194+00:00
5193,"Candies, HERSHEY'S, ALMOND JOY BITES",non_vegan,,2026-05-26T01:57:34.075397+00:00
5194,"Candies, HERSHEY, KIT KAT BIG KAT Bar",non_vegan,,2026-05-26T01:57:34.075512+00:00
5195,"Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",non_vegan,,2026-05-26T01:57:34.075588+00:00
5196,"Candies, HERSHEYS, PAYDAY Bar",non_vegan,,2026-05-26T01:57:34.075705+00:00
5197,"Candies, honey-combed, with peanut butter",non_vegan,,2026-05-26T01:57:34.075851+00:00
5198,"Candies, jellybeans",ambiguous,,2026-05-26T01:57:34.075978+00:00
5199,"Candies, KIT KAT Wafer Bar",non_vegan,,2026-05-26T01:57:34.076090+00:00
5200,"Candies, KRACKEL Chocolate Bar",non_vegan,,2026-05-26T01:57:34.076198+00:00
5201,"Candies, M&M MARS 3 MUSKETEERS Truffle Crisp",non_vegan,,2026-05-26T01:57:34.076455+00:00
5202,"Candies, M&M MARS Pretzel Chocolate Candies",non_vegan,,2026-05-26T01:57:34.076621+00:00
5203,"Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar",non_vegan,,2026-05-26T01:57:34.076787+00:00
5204,"Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar",ambiguous,,2026-05-26T01:57:34.076947+00:00
5205,"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar",ambiguous,,2026-05-26T01:57:34.077109+00:00
5206,"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Covered Almonds",ambiguous,,2026-05-26T01:57:34.077321+00:00
5207,"Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar",ambiguous,,2026-05-26T01:57:34.077486+00:00
5208,"Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies",non_vegan,,2026-05-26T01:57:34.077718+00:00
5209,"Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies",non_vegan,,2026-05-26T01:57:34.077853+00:00
5210,"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies",non_vegan,,2026-05-26T01:57:34.078012+00:00
5211,"Candies, MARS SNACKFOOD US, M&M's MINIs Milk Chocolate Candies",non_vegan,,2026-05-26T01:57:34.078148+00:00
5212,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",non_vegan,,2026-05-26T01:57:34.078300+00:00
5213,"Candies, MARS SNACKFOOD US, M&M's Peanut Chocolate Candies",non_vegan,,2026-05-26T01:57:34.078449+00:00
5214,"Candies, MARS SNACKFOOD US, MARS Almond Bar",non_vegan,,2026-05-26T01:57:34.078579+00:00
5215,"Candies, MARS SNACKFOOD US, MILKY WAY Bar",non_vegan,,2026-05-26T01:57:34.078703+00:00
5216,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",non_vegan,,2026-05-26T01:57:34.078840+00:00
5217,"Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies",non_vegan,,2026-05-26T01:57:34.078974+00:00
5218,"Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies",non_vegan,,2026-05-26T01:57:34.079113+00:00
5219,"Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies",non_vegan,,2026-05-26T01:57:34.079251+00:00
5220,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",vegan,,2026-05-26T01:57:34.079483+00:00
5221,"Candies, MARS SNACKFOOD US, SKITTLES Sours Original",vegan,,2026-05-26T01:57:34.079597+00:00
5222,"Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies",vegan,,2026-05-26T01:57:34.079700+00:00
5223,"Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies",vegan,,2026-05-26T01:57:34.079805+00:00
5224,"Candies, MARS SNACKFOOD US, SNICKERS Almond bar",non_vegan,,2026-05-26T01:57:34.079913+00:00
5225,"Candies, MARS SNACKFOOD US, SNICKERS Bar",non_vegan,,2026-05-26T01:57:34.080033+00:00
5226,"Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER",non_vegan,,2026-05-26T01:57:34.080141+00:00
5227,"Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar",non_vegan,,2026-05-26T01:57:34.080253+00:00
5228,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Fruit and Creme",non_vegan,,2026-05-26T01:57:34.080401+00:00
5229,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Original fruits",vegan,,2026-05-26T01:57:34.080512+00:00
5230,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits",vegan,,2026-05-26T01:57:34.080619+00:00
5231,"Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews",vegan,,2026-05-26T01:57:34.080754+00:00
5232,"Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars",non_vegan,,2026-05-26T01:57:34.080861+00:00
5233,"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",non_vegan,,2026-05-26T01:57:34.080956+00:00
